ags,key,state,type,value
09562,costs_nursing_class_3,Bayern,costs,75.16
09563,costs_nursing_class_3,Bayern,costs,73.86
09564,costs_nursing_class_3,Bayern,costs,74.76
09565,costs_nursing_class_3,Bayern,costs,75.45
09571,costs_nursing_class_3,Bayern,costs,77.48
09572,costs_nursing_class_3,Bayern,costs,71.69
09573,costs_nursing_class_3,Bayern,costs,73.18
09574,costs_nursing_class_3,Bayern,costs,73.86
09575,costs_nursing_class_3,Bayern,costs,74.08
09576,costs_nursing_class_3,Bayern,costs,77.28
09577,costs_nursing_class_3,Bayern,costs,77.53
09661,costs_nursing_class_3,Bayern,costs,76.13
09662,costs_nursing_class_3,Bayern,costs,73.75
09663,costs_nursing_class_3,Bayern,costs,82.12
09671,costs_nursing_class_3,Bayern,costs,76.38
09672,costs_nursing_class_3,Bayern,costs,75.86
09673,costs_nursing_class_3,Bayern,costs,74.08
09674,costs_nursing_class_3,Bayern,costs,75.31
09675,costs_nursing_class_3,Bayern,costs,79.51
09676,costs_nursing_class_3,Bayern,costs,74.09
09677,costs_nursing_class_3,Bayern,costs,76.11
09678,costs_nursing_class_3,Bayern,costs,75.66
09679,costs_nursing_class_3,Bayern,costs,75.56
09761,costs_nursing_class_3,Bayern,costs,83.59
09762,costs_nursing_class_3,Bayern,costs,87.71
09763,costs_nursing_class_3,Bayern,costs,76.56
09764,costs_nursing_class_3,Bayern,costs,81.47
09771,costs_nursing_class_3,Bayern,costs,81.03
09772,costs_nursing_class_3,Bayern,costs,81.93
09773,costs_nursing_class_3,Bayern,costs,79.39
09774,costs_nursing_class_3,Bayern,costs,80.11
09775,costs_nursing_class_3,Bayern,costs,76.81
09776,costs_nursing_class_3,Bayern,costs,80.48
09777,costs_nursing_class_3,Bayern,costs,78.28
09778,costs_nursing_class_3,Bayern,costs,79.31
09779,costs_nursing_class_3,Bayern,costs,79.11
09780,costs_nursing_class_3,Bayern,costs,80.15
09161,food,Bayern,costs,20.15
09162,food,Bayern,costs,22.62
09163,food,Bayern,costs,21.31
09171,food,Bayern,costs,18.98
09172,food,Bayern,costs,19.53
09173,food,Bayern,costs,20.92
09174,food,Bayern,costs,20.14
09175,food,Bayern,costs,21.02
09176,food,Bayern,costs,19.58
09177,food,Bayern,costs,19.24
09178,food,Bayern,costs,21.06
09179,food,Bayern,costs,21.16
09180,food,Bayern,costs,18.96
09181,food,Bayern,costs,22.75
09182,food,Bayern,costs,19.48
09183,food,Bayern,costs,19.72
09184,food,Bayern,costs,21.16
09185,food,Bayern,costs,19.15
09186,food,Bayern,costs,19.1
09187,food,Bayern,costs,19.48
09188,food,Bayern,costs,21.08
09189,food,Bayern,costs,19.74
09190,food,Bayern,costs,20.43
09261,food,Bayern,costs,17.1
09262,food,Bayern,costs,20.85
09263,food,Bayern,costs,19.45
09271,food,Bayern,costs,17.29
09272,food,Bayern,costs,16.8
09273,food,Bayern,costs,17.09
09274,food,Bayern,costs,17.81
09275,food,Bayern,costs,17.0
09276,food,Bayern,costs,17.3
09277,food,Bayern,costs,16.99
09278,food,Bayern,costs,17.12
09279,food,Bayern,costs,17.15
09361,food,Bayern,costs,18.63
09362,food,Bayern,costs,18.61
09363,food,Bayern,costs,18.29
09371,food,Bayern,costs,16.83
09372,food,Bayern,costs,17.67
09373,food,Bayern,costs,18.27
09374,food,Bayern,costs,18.1
09375,food,Bayern,costs,17.54
09376,food,Bayern,costs,17.9
09377,food,Bayern,costs,18.11
09461,food,Bayern,costs,17.69
09462,food,Bayern,costs,18.07
09463,food,Bayern,costs,18.16
09464,food,Bayern,costs,17.49
09471,food,Bayern,costs,18.01
09472,food,Bayern,costs,17.51
09473,food,Bayern,costs,17.6
09474,food,Bayern,costs,18.18
09475,food,Bayern,costs,17.77
09476,food,Bayern,costs,17.9
09477,food,Bayern,costs,18.52
09478,food,Bayern,costs,17.23
09479,food,Bayern,costs,16.67
09561,food,Bayern,costs,18.29
09562,food,Bayern,costs,18.99
09563,food,Bayern,costs,18.89
09564,food,Bayern,costs,18.94
09565,food,Bayern,costs,17.87
09571,food,Bayern,costs,19.1
09572,food,Bayern,costs,18.34
09573,food,Bayern,costs,18.56
09574,food,Bayern,costs,18.6
09575,food,Bayern,costs,17.5
09576,food,Bayern,costs,19.19
09577,food,Bayern,costs,18.76
09661,food,Bayern,costs,18.18
09662,food,Bayern,costs,18.21
09663,food,Bayern,costs,18.34
09671,food,Bayern,costs,17.72
09672,food,Bayern,costs,17.96
09673,food,Bayern,costs,17.07
09674,food,Bayern,costs,18.31
09675,food,Bayern,costs,18.27
09676,food,Bayern,costs,18.21
09677,food,Bayern,costs,18.72
09678,food,Bayern,costs,18.62
09679,food,Bayern,costs,17.86
09761,food,Bayern,costs,18.69
09762,food,Bayern,costs,20.14
09763,food,Bayern,costs,19.31
09764,food,Bayern,costs,18.74
09771,food,Bayern,costs,19.56
09772,food,Bayern,costs,19.85
09773,food,Bayern,costs,19.59
09774,food,Bayern,costs,19.4
09775,food,Bayern,costs,19.43
09776,food,Bayern,costs,19.1
09777,food,Bayern,costs,19.16
09778,food,Bayern,costs,19.19
09779,food,Bayern,costs,19.95
09780,food,Bayern,costs,18.9
09780,1-bed,Bayern,beds,813.0
09779,1-bed,Bayern,beds,481.0
09778,1-bed,Bayern,beds,897.0
09777,1-bed,Bayern,beds,771.0
09776,1-bed,Bayern,beds,616.0
09775,1-bed,Bayern,beds,815.0
09774,1-bed,Bayern,beds,689.0
09773,1-bed,Bayern,beds,464.0
09772,1-bed,Bayern,beds,1259.0
09771,1-bed,Bayern,beds,484.0
09764,1-bed,Bayern,beds,352.0
09763,1-bed,Bayern,beds,432.0
09762,1-bed,Bayern,beds,304.0
09761,1-bed,Bayern,beds,2014.0
09679,1-bed,Bayern,beds,632.0
09678,1-bed,Bayern,beds,484.0
09677,1-bed,Bayern,beds,572.0
09676,1-bed,Bayern,beds,413.0
09675,1-bed,Bayern,beds,416.0
09674,1-bed,Bayern,beds,362.0
09673,1-bed,Bayern,beds,515.0
09672,1-bed,Bayern,beds,776.0
09671,1-bed,Bayern,beds,785.0
09663,1-bed,Bayern,beds,1002.0
09662,1-bed,Bayern,beds,435.0
09661,1-bed,Bayern,beds,204.0
09577,1-bed,Bayern,beds,504.0
09576,1-bed,Bayern,beds,490.0
09575,1-bed,Bayern,beds,681.0
09574,1-bed,Bayern,beds,750.0
09573,1-bed,Bayern,beds,704.0
09572,1-bed,Bayern,beds,573.0
09571,1-bed,Bayern,beds,935.0
09565,1-bed,Bayern,beds,296.0
09564,1-bed,Bayern,beds,2583.0
09563,1-bed,Bayern,beds,653.0
09562,1-bed,Bayern,beds,572.0
09561,1-bed,Bayern,beds,460.0
09479,1-bed,Bayern,beds,499.0
09478,1-bed,Bayern,beds,519.0
09477,1-bed,Bayern,beds,452.0
09476,1-bed,Bayern,beds,320.0
09475,1-bed,Bayern,beds,653.0
09474,1-bed,Bayern,beds,604.0
09473,1-bed,Bayern,beds,463.0
09472,1-bed,Bayern,beds,733.0
09471,1-bed,Bayern,beds,675.0
09464,1-bed,Bayern,beds,311.0
09463,1-bed,Bayern,beds,390.0
09462,1-bed,Bayern,beds,677.0
09461,1-bed,Bayern,beds,446.0
09377,1-bed,Bayern,beds,766.0
09376,1-bed,Bayern,beds,999.0
09375,1-bed,Bayern,beds,1293.0
09374,1-bed,Bayern,beds,601.0
09373,1-bed,Bayern,beds,886.0
09372,1-bed,Bayern,beds,691.0
09371,1-bed,Bayern,beds,644.0
09363,1-bed,Bayern,beds,477.0
09362,1-bed,Bayern,beds,1220.0
09361,1-bed,Bayern,beds,452.0
09279,1-bed,Bayern,beds,569.0
09278,1-bed,Bayern,beds,323.0
09277,1-bed,Bayern,beds,832.0
09276,1-bed,Bayern,beds,443.0
09275,1-bed,Bayern,beds,1136.0
09274,1-bed,Bayern,beds,573.0
09273,1-bed,Bayern,beds,608.0
09272,1-bed,Bayern,beds,358.0
09271,1-bed,Bayern,beds,901.0
09263,1-bed,Bayern,beds,375.0
09262,1-bed,Bayern,beds,443.0
09261,1-bed,Bayern,beds,813.0
09190,1-bed,Bayern,beds,576.0
09189,1-bed,Bayern,beds,961.0
09188,1-bed,Bayern,beds,678.0
09187,1-bed,Bayern,beds,1376.0
09186,1-bed,Bayern,beds,479.0
09185,1-bed,Bayern,beds,625.0
09184,1-bed,Bayern,beds,2094.0
09183,1-bed,Bayern,beds,688.0
09182,1-bed,Bayern,beds,639.0
09181,1-bed,Bayern,beds,378.0
09180,1-bed,Bayern,beds,552.0
09179,1-bed,Bayern,beds,1204.0
09178,1-bed,Bayern,beds,773.0
09177,1-bed,Bayern,beds,400.0
09176,1-bed,Bayern,beds,582.0
09175,1-bed,Bayern,beds,495.0
09174,1-bed,Bayern,beds,794.0
09173,1-bed,Bayern,beds,718.0
09172,1-bed,Bayern,beds,728.0
09171,1-bed,Bayern,beds,802.0
09163,1-bed,Bayern,beds,214.0
09162,1-bed,Bayern,beds,4695.0
09161,1-bed,Bayern,beds,802.0
09780,2-bed,Bayern,beds,510.0
09779,2-bed,Bayern,beds,538.0
09778,2-bed,Bayern,beds,434.0
09777,2-bed,Bayern,beds,392.0
09776,2-bed,Bayern,beds,505.0
09775,2-bed,Bayern,beds,525.0
09774,2-bed,Bayern,beds,372.0
09773,2-bed,Bayern,beds,568.0
09772,2-bed,Bayern,beds,648.0
09771,2-bed,Bayern,beds,410.0
09764,2-bed,Bayern,beds,202.0
09763,2-bed,Bayern,beds,348.0
09762,2-bed,Bayern,beds,247.0
09761,2-bed,Bayern,beds,1219.0
09679,2-bed,Bayern,beds,432.0
09678,2-bed,Bayern,beds,536.0
09677,2-bed,Bayern,beds,854.0
09676,2-bed,Bayern,beds,696.0
09675,2-bed,Bayern,beds,705.0
09674,2-bed,Bayern,beds,329.0
09673,2-bed,Bayern,beds,480.0
09672,2-bed,Bayern,beds,733.0
09671,2-bed,Bayern,beds,465.0
09663,2-bed,Bayern,beds,1060.0
09662,2-bed,Bayern,beds,434.0
09661,2-bed,Bayern,beds,519.0
09577,2-bed,Bayern,beds,520.0
09576,2-bed,Bayern,beds,500.0
09575,2-bed,Bayern,beds,393.0
09574,2-bed,Bayern,beds,1199.0
09573,2-bed,Bayern,beds,615.0
09572,2-bed,Bayern,beds,609.0
09571,2-bed,Bayern,beds,854.0
09565,2-bed,Bayern,beds,244.0
09564,2-bed,Bayern,beds,3070.0
09563,2-bed,Bayern,beds,788.0
09562,2-bed,Bayern,beds,563.0
09561,2-bed,Bayern,beds,314.0
09479,2-bed,Bayern,beds,535.0
09478,2-bed,Bayern,beds,386.0
09477,2-bed,Bayern,beds,422.0
09476,2-bed,Bayern,beds,404.0
09475,2-bed,Bayern,beds,964.0
09474,2-bed,Bayern,beds,476.0
09473,2-bed,Bayern,beds,600.0
09472,2-bed,Bayern,beds,565.0
09471,2-bed,Bayern,beds,772.0
09464,2-bed,Bayern,beds,422.0
09463,2-bed,Bayern,beds,270.0
09462,2-bed,Bayern,beds,513.0
09461,2-bed,Bayern,beds,497.0
09377,2-bed,Bayern,beds,306.0
09376,2-bed,Bayern,beds,702.0
09375,2-bed,Bayern,beds,616.0
09374,2-bed,Bayern,beds,452.0
09373,2-bed,Bayern,beds,539.0
09372,2-bed,Bayern,beds,684.0
09371,2-bed,Bayern,beds,740.0
09363,2-bed,Bayern,beds,218.0
09362,2-bed,Bayern,beds,647.0
09361,2-bed,Bayern,beds,236.0
09279,2-bed,Bayern,beds,232.0
09278,2-bed,Bayern,beds,350.0
09277,2-bed,Bayern,beds,534.0
09276,2-bed,Bayern,beds,330.0
09275,2-bed,Bayern,beds,1095.0
09274,2-bed,Bayern,beds,588.0
09273,2-bed,Bayern,beds,533.0
09272,2-bed,Bayern,beds,326.0
09271,2-bed,Bayern,beds,576.0
09263,2-bed,Bayern,beds,490.0
09262,2-bed,Bayern,beds,500.0
09261,2-bed,Bayern,beds,416.0
09190,2-bed,Bayern,beds,442.0
09189,2-bed,Bayern,beds,881.0
09188,2-bed,Bayern,beds,372.0
09187,2-bed,Bayern,beds,1991.0
09186,2-bed,Bayern,beds,474.0
09185,2-bed,Bayern,beds,250.0
09184,2-bed,Bayern,beds,1216.0
09183,2-bed,Bayern,beds,864.0
09182,2-bed,Bayern,beds,336.0
09181,2-bed,Bayern,beds,253.0
09180,2-bed,Bayern,beds,492.0
09179,2-bed,Bayern,beds,822.0
09178,2-bed,Bayern,beds,384.0
09177,2-bed,Bayern,beds,488.0
09176,2-bed,Bayern,beds,270.0
09175,2-bed,Bayern,beds,506.0
09174,2-bed,Bayern,beds,726.0
09173,2-bed,Bayern,beds,379.0
09172,2-bed,Bayern,beds,625.0
09171,2-bed,Bayern,beds,555.0
09163,2-bed,Bayern,beds,200.0
09162,2-bed,Bayern,beds,2792.0
09161,2-bed,Bayern,beds,340.0
09780,3-bed,Bayern,beds,18.0
09779,3-bed,Bayern,beds,0.0
09778,3-bed,Bayern,beds,6.0
09777,3-bed,Bayern,beds,12.0
09776,3-bed,Bayern,beds,30.0
09775,3-bed,Bayern,beds,0.0
09774,3-bed,Bayern,beds,0.0
09773,3-bed,Bayern,beds,0.0
09772,3-bed,Bayern,beds,0.0
09771,3-bed,Bayern,beds,0.0
09764,3-bed,Bayern,beds,0.0
09763,3-bed,Bayern,beds,0.0
09762,3-bed,Bayern,beds,0.0
09761,3-bed,Bayern,beds,3.0
09679,3-bed,Bayern,beds,0.0
09678,3-bed,Bayern,beds,0.0
09677,3-bed,Bayern,beds,0.0
09676,3-bed,Bayern,beds,30.0
09675,3-bed,Bayern,beds,15.0
09674,3-bed,Bayern,beds,0.0
09673,3-bed,Bayern,beds,0.0
09672,3-bed,Bayern,beds,12.0
09671,3-bed,Bayern,beds,12.0
09663,3-bed,Bayern,beds,9.0
09662,3-bed,Bayern,beds,0.0
09661,3-bed,Bayern,beds,0.0
09577,3-bed,Bayern,beds,3.0
09576,3-bed,Bayern,beds,0.0
09575,3-bed,Bayern,beds,3.0
09574,3-bed,Bayern,beds,42.0
09573,3-bed,Bayern,beds,0.0
09572,3-bed,Bayern,beds,0.0
09571,3-bed,Bayern,beds,0.0
09565,3-bed,Bayern,beds,18.0
09564,3-bed,Bayern,beds,18.0
09563,3-bed,Bayern,beds,0.0
09562,3-bed,Bayern,beds,3.0
09561,3-bed,Bayern,beds,0.0
09479,3-bed,Bayern,beds,42.0
09478,3-bed,Bayern,beds,0.0
09477,3-bed,Bayern,beds,0.0
09476,3-bed,Bayern,beds,0.0
09475,3-bed,Bayern,beds,12.0
09474,3-bed,Bayern,beds,0.0
09473,3-bed,Bayern,beds,0.0
09472,3-bed,Bayern,beds,22.0
09471,3-bed,Bayern,beds,36.0
09464,3-bed,Bayern,beds,0.0
09463,3-bed,Bayern,beds,0.0
09462,3-bed,Bayern,beds,0.0
09461,3-bed,Bayern,beds,0.0
09377,3-bed,Bayern,beds,0.0
09376,3-bed,Bayern,beds,45.0
09375,3-bed,Bayern,beds,0.0
09374,3-bed,Bayern,beds,3.0
09373,3-bed,Bayern,beds,3.0
09372,3-bed,Bayern,beds,6.0
09371,3-bed,Bayern,beds,0.0
09363,3-bed,Bayern,beds,0.0
09362,3-bed,Bayern,beds,5.0
09361,3-bed,Bayern,beds,0.0
09279,3-bed,Bayern,beds,0.0
09278,3-bed,Bayern,beds,0.0
09277,3-bed,Bayern,beds,0.0
09276,3-bed,Bayern,beds,6.0
09275,3-bed,Bayern,beds,0.0
09274,3-bed,Bayern,beds,12.0
09273,3-bed,Bayern,beds,6.0
09272,3-bed,Bayern,beds,0.0
09271,3-bed,Bayern,beds,9.0
09263,3-bed,Bayern,beds,0.0
09262,3-bed,Bayern,beds,51.0
09261,3-bed,Bayern,beds,0.0
09190,3-bed,Bayern,beds,0.0
09189,3-bed,Bayern,beds,39.0
09188,3-bed,Bayern,beds,0.0
09187,3-bed,Bayern,beds,244.0
09186,3-bed,Bayern,beds,0.0
09185,3-bed,Bayern,beds,0.0
09184,3-bed,Bayern,beds,0.0
09183,3-bed,Bayern,beds,9.0
09182,3-bed,Bayern,beds,0.0
09181,3-bed,Bayern,beds,0.0
09180,3-bed,Bayern,beds,64.0
09179,3-bed,Bayern,beds,0.0
09178,3-bed,Bayern,beds,6.0
09177,3-bed,Bayern,beds,6.0
09176,3-bed,Bayern,beds,0.0
09175,3-bed,Bayern,beds,9.0
09174,3-bed,Bayern,beds,18.0
09173,3-bed,Bayern,beds,73.0
09172,3-bed,Bayern,beds,6.0
09171,3-bed,Bayern,beds,0.0
09163,3-bed,Bayern,beds,3.0
09162,3-bed,Bayern,beds,0.0
09161,3-bed,Bayern,beds,21.0
09780,4-bed,Bayern,beds,0.0
09779,4-bed,Bayern,beds,0.0
09778,4-bed,Bayern,beds,0.0
09777,4-bed,Bayern,beds,0.0
09776,4-bed,Bayern,beds,0.0
09775,4-bed,Bayern,beds,0.0
09774,4-bed,Bayern,beds,0.0
09773,4-bed,Bayern,beds,0.0
09772,4-bed,Bayern,beds,0.0
09771,4-bed,Bayern,beds,0.0
09764,4-bed,Bayern,beds,0.0
09763,4-bed,Bayern,beds,0.0
09762,4-bed,Bayern,beds,0.0
09761,4-bed,Bayern,beds,0.0
09679,4-bed,Bayern,beds,0.0
09678,4-bed,Bayern,beds,0.0
09677,4-bed,Bayern,beds,0.0
09676,4-bed,Bayern,beds,0.0
09675,4-bed,Bayern,beds,0.0
09674,4-bed,Bayern,beds,0.0
09673,4-bed,Bayern,beds,0.0
09672,4-bed,Bayern,beds,0.0
09671,4-bed,Bayern,beds,0.0
09663,4-bed,Bayern,beds,0.0
09662,4-bed,Bayern,beds,0.0
09661,4-bed,Bayern,beds,0.0
09577,4-bed,Bayern,beds,0.0
09576,4-bed,Bayern,beds,0.0
09575,4-bed,Bayern,beds,8.0
09574,4-bed,Bayern,beds,10.0
09573,4-bed,Bayern,beds,4.0
09572,4-bed,Bayern,beds,0.0
09571,4-bed,Bayern,beds,0.0
09565,4-bed,Bayern,beds,0.0
09564,4-bed,Bayern,beds,12.0
09563,4-bed,Bayern,beds,0.0
09562,4-bed,Bayern,beds,0.0
09561,4-bed,Bayern,beds,0.0
09479,4-bed,Bayern,beds,0.0
09478,4-bed,Bayern,beds,0.0
09477,4-bed,Bayern,beds,0.0
09476,4-bed,Bayern,beds,0.0
09475,4-bed,Bayern,beds,8.0
09474,4-bed,Bayern,beds,9.0
09473,4-bed,Bayern,beds,0.0
09472,4-bed,Bayern,beds,4.0
09471,4-bed,Bayern,beds,0.0
09464,4-bed,Bayern,beds,0.0
09463,4-bed,Bayern,beds,0.0
09462,4-bed,Bayern,beds,0.0
09461,4-bed,Bayern,beds,0.0
09377,4-bed,Bayern,beds,0.0
09376,4-bed,Bayern,beds,0.0
09375,4-bed,Bayern,beds,0.0
09374,4-bed,Bayern,beds,0.0
09373,4-bed,Bayern,beds,0.0
09372,4-bed,Bayern,beds,0.0
09371,4-bed,Bayern,beds,0.0
09363,4-bed,Bayern,beds,0.0
09362,4-bed,Bayern,beds,0.0
09361,4-bed,Bayern,beds,0.0
09279,4-bed,Bayern,beds,0.0
09278,4-bed,Bayern,beds,0.0
09277,4-bed,Bayern,beds,0.0
09276,4-bed,Bayern,beds,0.0
09275,4-bed,Bayern,beds,0.0
09274,4-bed,Bayern,beds,0.0
09273,4-bed,Bayern,beds,0.0
09272,4-bed,Bayern,beds,0.0
09271,4-bed,Bayern,beds,0.0
09263,4-bed,Bayern,beds,0.0
09262,4-bed,Bayern,beds,0.0
09261,4-bed,Bayern,beds,0.0
09190,4-bed,Bayern,beds,0.0
09189,4-bed,Bayern,beds,0.0
09188,4-bed,Bayern,beds,0.0
09187,4-bed,Bayern,beds,0.0
09186,4-bed,Bayern,beds,0.0
09185,4-bed,Bayern,beds,0.0
09184,4-bed,Bayern,beds,0.0
09183,4-bed,Bayern,beds,0.0
09182,4-bed,Bayern,beds,0.0
09181,4-bed,Bayern,beds,0.0
09180,4-bed,Bayern,beds,0.0
09179,4-bed,Bayern,beds,0.0
09178,4-bed,Bayern,beds,0.0
09177,4-bed,Bayern,beds,0.0
09176,4-bed,Bayern,beds,0.0
09175,4-bed,Bayern,beds,0.0
09174,4-bed,Bayern,beds,0.0
09173,4-bed,Bayern,beds,0.0
09172,4-bed,Bayern,beds,0.0
09171,4-bed,Bayern,beds,0.0
09163,4-bed,Bayern,beds,0.0
09162,4-bed,Bayern,beds,0.0
09161,4-bed,Bayern,beds,0.0
09780,total_personnel,Bayern,personal,1111.0
09779,total_personnel,Bayern,personal,886.0
09778,total_personnel,Bayern,personal,1082.0
09777,total_personnel,Bayern,personal,899.0
09776,total_personnel,Bayern,personal,969.0
09775,total_personnel,Bayern,personal,907.0
09774,total_personnel,Bayern,personal,829.0
09773,total_personnel,Bayern,personal,812.0
09772,total_personnel,Bayern,personal,1577.0
09771,total_personnel,Bayern,personal,654.0
09764,total_personnel,Bayern,personal,426.0
09763,total_personnel,Bayern,personal,566.0
09762,total_personnel,Bayern,personal,447.0
09761,total_personnel,Bayern,personal,2344.0
09679,total_personnel,Bayern,personal,792.0
09678,total_personnel,Bayern,personal,744.0
09677,total_personnel,Bayern,personal,1197.0
09676,total_personnel,Bayern,personal,1088.0
09675,total_personnel,Bayern,personal,835.0
09674,total_personnel,Bayern,personal,573.0
09673,total_personnel,Bayern,personal,789.0
09672,total_personnel,Bayern,personal,1237.0
09671,total_personnel,Bayern,personal,991.0
09663,total_personnel,Bayern,personal,1457.0
09662,total_personnel,Bayern,personal,663.0
09661,total_personnel,Bayern,personal,565.0
09577,total_personnel,Bayern,personal,900.0
09576,total_personnel,Bayern,personal,919.0
09575,total_personnel,Bayern,personal,893.0
09574,total_personnel,Bayern,personal,1479.0
09573,total_personnel,Bayern,personal,969.0
09572,total_personnel,Bayern,personal,845.0
09571,total_personnel,Bayern,personal,1375.0
09565,total_personnel,Bayern,personal,371.0
09564,total_personnel,Bayern,personal,3874.0
09563,total_personnel,Bayern,personal,915.0
09562,total_personnel,Bayern,personal,891.0
09561,total_personnel,Bayern,personal,559.0
09479,total_personnel,Bayern,personal,711.0
09478,total_personnel,Bayern,personal,728.0
09477,total_personnel,Bayern,personal,772.0
09476,total_personnel,Bayern,personal,632.0
09475,total_personnel,Bayern,personal,1172.0
09474,total_personnel,Bayern,personal,827.0
09473,total_personnel,Bayern,personal,691.0
09472,total_personnel,Bayern,personal,1088.0
09471,total_personnel,Bayern,personal,1183.0
09464,total_personnel,Bayern,personal,562.0
09463,total_personnel,Bayern,personal,470.0
09462,total_personnel,Bayern,personal,903.0
09461,total_personnel,Bayern,personal,774.0
09377,total_personnel,Bayern,personal,775.0
09376,total_personnel,Bayern,personal,1343.0
09375,total_personnel,Bayern,personal,1399.0
09374,total_personnel,Bayern,personal,837.0
09373,total_personnel,Bayern,personal,1170.0
09372,total_personnel,Bayern,personal,1161.0
09371,total_personnel,Bayern,personal,1002.0
09363,total_personnel,Bayern,personal,491.0
09362,total_personnel,Bayern,personal,1372.0
09361,total_personnel,Bayern,personal,562.0
09279,total_personnel,Bayern,personal,623.0
09278,total_personnel,Bayern,personal,619.0
09277,total_personnel,Bayern,personal,1191.0
09276,total_personnel,Bayern,personal,678.0
09275,total_personnel,Bayern,personal,1637.0
09274,total_personnel,Bayern,personal,826.0
09273,total_personnel,Bayern,personal,712.0
09272,total_personnel,Bayern,personal,611.0
09271,total_personnel,Bayern,personal,1209.0
09263,total_personnel,Bayern,personal,600.0
09262,total_personnel,Bayern,personal,799.0
09261,total_personnel,Bayern,personal,905.0
09190,total_personnel,Bayern,personal,893.0
09189,total_personnel,Bayern,personal,1341.0
09188,total_personnel,Bayern,personal,733.0
09187,total_personnel,Bayern,personal,2795.0
09186,total_personnel,Bayern,personal,578.0
09185,total_personnel,Bayern,personal,605.0
09184,total_personnel,Bayern,personal,2385.0
09183,total_personnel,Bayern,personal,1161.0
09182,total_personnel,Bayern,personal,618.0
09181,total_personnel,Bayern,personal,641.0
09180,total_personnel,Bayern,personal,583.0
09179,total_personnel,Bayern,personal,1361.0
09178,total_personnel,Bayern,personal,804.0
09177,total_personnel,Bayern,personal,708.0
09176,total_personnel,Bayern,personal,755.0
09175,total_personnel,Bayern,personal,846.0
09174,total_personnel,Bayern,personal,899.0
09173,total_personnel,Bayern,personal,917.0
09172,total_personnel,Bayern,personal,929.0
09171,total_personnel,Bayern,personal,1101.0
09163,total_personnel,Bayern,personal,285.0
09162,total_personnel,Bayern,personal,5210.0
09161,total_personnel,Bayern,personal,917.0
09780,fully_employed,Bayern,personal,134.0
09779,fully_employed,Bayern,personal,72.0
09778,fully_employed,Bayern,personal,118.0
09777,fully_employed,Bayern,personal,104.0
09776,fully_employed,Bayern,personal,102.0
09775,fully_employed,Bayern,personal,101.0
09774,fully_employed,Bayern,personal,86.0
09773,fully_employed,Bayern,personal,74.0
09772,fully_employed,Bayern,personal,186.0
09771,fully_employed,Bayern,personal,95.0
09764,fully_employed,Bayern,personal,42.0
09763,fully_employed,Bayern,personal,74.0
09762,fully_employed,Bayern,personal,49.0
09761,fully_employed,Bayern,personal,312.0
09679,fully_employed,Bayern,personal,125.0
09678,fully_employed,Bayern,personal,73.0
09677,fully_employed,Bayern,personal,130.0
09676,fully_employed,Bayern,personal,105.0
09675,fully_employed,Bayern,personal,77.0
09674,fully_employed,Bayern,personal,75.0
09673,fully_employed,Bayern,personal,94.0
09672,fully_employed,Bayern,personal,164.0
09671,fully_employed,Bayern,personal,128.0
09663,fully_employed,Bayern,personal,200.0
09662,fully_employed,Bayern,personal,96.0
09661,fully_employed,Bayern,personal,83.0
09577,fully_employed,Bayern,personal,108.0
09576,fully_employed,Bayern,personal,75.0
09575,fully_employed,Bayern,personal,99.0
09574,fully_employed,Bayern,personal,198.0
09573,fully_employed,Bayern,personal,127.0
09572,fully_employed,Bayern,personal,120.0
09571,fully_employed,Bayern,personal,168.0
09565,fully_employed,Bayern,personal,45.0
09564,fully_employed,Bayern,personal,617.0
09563,fully_employed,Bayern,personal,143.0
09562,fully_employed,Bayern,personal,89.0
09561,fully_employed,Bayern,personal,66.0
09479,fully_employed,Bayern,personal,70.0
09478,fully_employed,Bayern,personal,106.0
09477,fully_employed,Bayern,personal,74.0
09476,fully_employed,Bayern,personal,50.0
09475,fully_employed,Bayern,personal,120.0
09474,fully_employed,Bayern,personal,71.0
09473,fully_employed,Bayern,personal,117.0
09472,fully_employed,Bayern,personal,139.0
09471,fully_employed,Bayern,personal,134.0
09464,fully_employed,Bayern,personal,47.0
09463,fully_employed,Bayern,personal,61.0
09462,fully_employed,Bayern,personal,112.0
09461,fully_employed,Bayern,personal,104.0
09377,fully_employed,Bayern,personal,96.0
09376,fully_employed,Bayern,personal,165.0
09375,fully_employed,Bayern,personal,197.0
09374,fully_employed,Bayern,personal,100.0
09373,fully_employed,Bayern,personal,144.0
09372,fully_employed,Bayern,personal,143.0
09371,fully_employed,Bayern,personal,112.0
09363,fully_employed,Bayern,personal,89.0
09362,fully_employed,Bayern,personal,205.0
09361,fully_employed,Bayern,personal,52.0
09279,fully_employed,Bayern,personal,58.0
09278,fully_employed,Bayern,personal,70.0
09277,fully_employed,Bayern,personal,127.0
09276,fully_employed,Bayern,personal,85.0
09275,fully_employed,Bayern,personal,259.0
09274,fully_employed,Bayern,personal,98.0
09273,fully_employed,Bayern,personal,107.0
09272,fully_employed,Bayern,personal,82.0
09271,fully_employed,Bayern,personal,139.0
09263,fully_employed,Bayern,personal,65.0
09262,fully_employed,Bayern,personal,119.0
09261,fully_employed,Bayern,personal,110.0
09190,fully_employed,Bayern,personal,96.0
09189,fully_employed,Bayern,personal,189.0
09188,fully_employed,Bayern,personal,112.0
09187,fully_employed,Bayern,personal,284.0
09186,fully_employed,Bayern,personal,83.0
