ags,key,state,type,value
03457,total_personnel,Niedersachsen,personal,1450.0
03457,fully_employed,Niedersachsen,personal,285.0
03457,nursing_and_care,Niedersachsen,personal,932.0
03457,social_care,Niedersachsen,personal,40.0
03457,other_care,Niedersachsen,personal,50.0
03458,total_personnel,Niedersachsen,personal,1301.0
03458,fully_employed,Niedersachsen,personal,308.0
03458,nursing_and_care,Niedersachsen,personal,806.0
03458,social_care,Niedersachsen,personal,30.0
03458,other_care,Niedersachsen,personal,61.0
03459,total_personnel,Niedersachsen,personal,3976.0
03459,fully_employed,Niedersachsen,personal,613.0
03459,nursing_and_care,Niedersachsen,personal,2393.0
03459,social_care,Niedersachsen,personal,123.0
03459,other_care,Niedersachsen,personal,159.0
03460,total_personnel,Niedersachsen,personal,1103.0
03460,fully_employed,Niedersachsen,personal,167.0
03460,nursing_and_care,Niedersachsen,personal,740.0
03460,social_care,Niedersachsen,personal,26.0
03460,other_care,Niedersachsen,personal,51.0
03461,total_personnel,Niedersachsen,personal,1008.0
03461,fully_employed,Niedersachsen,personal,281.0
03461,nursing_and_care,Niedersachsen,personal,654.0
03461,social_care,Niedersachsen,personal,23.0
03461,other_care,Niedersachsen,personal,68.0
03462,total_personnel,Niedersachsen,personal,579.0
03462,fully_employed,Niedersachsen,personal,148.0
03462,nursing_and_care,Niedersachsen,personal,374.0
03462,social_care,Niedersachsen,personal,10.0
03462,other_care,Niedersachsen,personal,23.0
03101,recipients_nursing_class_1,Niedersachsen,recipients,1287.0
03101,recipients_nursing_class_2,Niedersachsen,recipients,1116.0
03101,recipients_nursing_class_3,Niedersachsen,recipients,550.0
03101,recipients_nursing_class_unknown,Niedersachsen,recipients,51.0
03102,recipients_nursing_class_1,Niedersachsen,recipients,573.0
03102,recipients_nursing_class_2,Niedersachsen,recipients,534.0
03102,recipients_nursing_class_3,Niedersachsen,recipients,262.0
03102,recipients_nursing_class_unknown,Niedersachsen,recipients,12.0
03103,recipients_nursing_class_1,Niedersachsen,recipients,567.0
03103,recipients_nursing_class_2,Niedersachsen,recipients,496.0
03103,recipients_nursing_class_3,Niedersachsen,recipients,277.0
03103,recipients_nursing_class_unknown,Niedersachsen,recipients,9.0
03151,recipients_nursing_class_1,Niedersachsen,recipients,599.0
03151,recipients_nursing_class_2,Niedersachsen,recipients,643.0
03151,recipients_nursing_class_3,Niedersachsen,recipients,319.0
03151,recipients_nursing_class_unknown,Niedersachsen,recipients,34.0
03152,recipients_nursing_class_1,Niedersachsen,recipients,1232.0
03152,recipients_nursing_class_2,Niedersachsen,recipients,1224.0
03152,recipients_nursing_class_3,Niedersachsen,recipients,694.0
03152,recipients_nursing_class_unknown,Niedersachsen,recipients,62.0
03153,recipients_nursing_class_1,Niedersachsen,recipients,1110.0
03153,recipients_nursing_class_2,Niedersachsen,recipients,1062.0
03153,recipients_nursing_class_3,Niedersachsen,recipients,519.0
03153,recipients_nursing_class_unknown,Niedersachsen,recipients,77.0
03154,recipients_nursing_class_1,Niedersachsen,recipients,680.0
03154,recipients_nursing_class_2,Niedersachsen,recipients,603.0
03154,recipients_nursing_class_3,Niedersachsen,recipients,253.0
03154,recipients_nursing_class_unknown,Niedersachsen,recipients,17.0
03155,recipients_nursing_class_1,Niedersachsen,recipients,946.0
03155,recipients_nursing_class_2,Niedersachsen,recipients,914.0
03155,recipients_nursing_class_3,Niedersachsen,recipients,330.0
03155,recipients_nursing_class_unknown,Niedersachsen,recipients,57.0
03156,recipients_nursing_class_1,Niedersachsen,recipients,815.0
03156,recipients_nursing_class_2,Niedersachsen,recipients,680.0
03156,recipients_nursing_class_3,Niedersachsen,recipients,381.0
03156,recipients_nursing_class_unknown,Niedersachsen,recipients,38.0
03157,recipients_nursing_class_1,Niedersachsen,recipients,754.0
03157,recipients_nursing_class_2,Niedersachsen,recipients,693.0
03157,recipients_nursing_class_3,Niedersachsen,recipients,342.0
03157,recipients_nursing_class_unknown,Niedersachsen,recipients,33.0
03158,recipients_nursing_class_1,Niedersachsen,recipients,670.0
03158,recipients_nursing_class_2,Niedersachsen,recipients,597.0
03158,recipients_nursing_class_3,Niedersachsen,recipients,273.0
03158,recipients_nursing_class_unknown,Niedersachsen,recipients,12.0
03241,recipients_nursing_class_1,Niedersachsen,recipients,5470.0
03241,recipients_nursing_class_2,Niedersachsen,recipients,5205.0
03241,recipients_nursing_class_3,Niedersachsen,recipients,2688.0
03241,recipients_nursing_class_unknown,Niedersachsen,recipients,308.0
03251,recipients_nursing_class_1,Niedersachsen,recipients,893.0
03251,recipients_nursing_class_2,Niedersachsen,recipients,889.0
03251,recipients_nursing_class_3,Niedersachsen,recipients,589.0
03251,recipients_nursing_class_unknown,Niedersachsen,recipients,35.0
03252,recipients_nursing_class_1,Niedersachsen,recipients,1095.0
03252,recipients_nursing_class_2,Niedersachsen,recipients,949.0
03252,recipients_nursing_class_3,Niedersachsen,recipients,428.0
03252,recipients_nursing_class_unknown,Niedersachsen,recipients,38.0
03254,recipients_nursing_class_1,Niedersachsen,recipients,1505.0
03254,recipients_nursing_class_2,Niedersachsen,recipients,1530.0
03254,recipients_nursing_class_3,Niedersachsen,recipients,954.0
03254,recipients_nursing_class_unknown,Niedersachsen,recipients,79.0
03255,recipients_nursing_class_1,Niedersachsen,recipients,393.0
03255,recipients_nursing_class_2,Niedersachsen,recipients,457.0
03255,recipients_nursing_class_3,Niedersachsen,recipients,227.0
03255,recipients_nursing_class_unknown,Niedersachsen,recipients,12.0
03256,recipients_nursing_class_1,Niedersachsen,recipients,583.0
03256,recipients_nursing_class_2,Niedersachsen,recipients,743.0
03256,recipients_nursing_class_3,Niedersachsen,recipients,424.0
03256,recipients_nursing_class_unknown,Niedersachsen,recipients,16.0
03257,recipients_nursing_class_1,Niedersachsen,recipients,1294.0
03257,recipients_nursing_class_2,Niedersachsen,recipients,1071.0
03257,recipients_nursing_class_3,Niedersachsen,recipients,578.0
03257,recipients_nursing_class_unknown,Niedersachsen,recipients,80.0
03351,recipients_nursing_class_1,Niedersachsen,recipients,975.0
03351,recipients_nursing_class_2,Niedersachsen,recipients,1010.0
03351,recipients_nursing_class_3,Niedersachsen,recipients,529.0
03351,recipients_nursing_class_unknown,Niedersachsen,recipients,39.0
03352,recipients_nursing_class_1,Niedersachsen,recipients,1113.0
03352,recipients_nursing_class_2,Niedersachsen,recipients,996.0
03352,recipients_nursing_class_3,Niedersachsen,recipients,520.0
03352,recipients_nursing_class_unknown,Niedersachsen,recipients,65.0
03353,recipients_nursing_class_1,Niedersachsen,recipients,864.0
03353,recipients_nursing_class_2,Niedersachsen,recipients,949.0
03353,recipients_nursing_class_3,Niedersachsen,recipients,485.0
03353,recipients_nursing_class_unknown,Niedersachsen,recipients,52.0
03354,recipients_nursing_class_1,Niedersachsen,recipients,368.0
03354,recipients_nursing_class_2,Niedersachsen,recipients,307.0
03354,recipients_nursing_class_3,Niedersachsen,recipients,112.0
03354,recipients_nursing_class_unknown,Niedersachsen,recipients,18.0
03355,recipients_nursing_class_1,Niedersachsen,recipients,914.0
03355,recipients_nursing_class_2,Niedersachsen,recipients,917.0
03355,recipients_nursing_class_3,Niedersachsen,recipients,499.0
03355,recipients_nursing_class_unknown,Niedersachsen,recipients,51.0
03356,recipients_nursing_class_1,Niedersachsen,recipients,534.0
03356,recipients_nursing_class_2,Niedersachsen,recipients,534.0
03356,recipients_nursing_class_3,Niedersachsen,recipients,290.0
03356,recipients_nursing_class_unknown,Niedersachsen,recipients,17.0
03357,recipients_nursing_class_1,Niedersachsen,recipients,677.0
03357,recipients_nursing_class_2,Niedersachsen,recipients,715.0
03357,recipients_nursing_class_3,Niedersachsen,recipients,477.0
03357,recipients_nursing_class_unknown,Niedersachsen,recipients,19.0
03358,recipients_nursing_class_1,Niedersachsen,recipients,697.0
03358,recipients_nursing_class_2,Niedersachsen,recipients,630.0
03358,recipients_nursing_class_3,Niedersachsen,recipients,328.0
03358,recipients_nursing_class_unknown,Niedersachsen,recipients,49.0
03359,recipients_nursing_class_1,Niedersachsen,recipients,814.0
03359,recipients_nursing_class_2,Niedersachsen,recipients,784.0
03359,recipients_nursing_class_3,Niedersachsen,recipients,490.0
03359,recipients_nursing_class_unknown,Niedersachsen,recipients,27.0
03360,recipients_nursing_class_1,Niedersachsen,recipients,656.0
03360,recipients_nursing_class_2,Niedersachsen,recipients,621.0
03360,recipients_nursing_class_3,Niedersachsen,recipients,362.0
03360,recipients_nursing_class_unknown,Niedersachsen,recipients,64.0
03361,recipients_nursing_class_1,Niedersachsen,recipients,634.0
03361,recipients_nursing_class_2,Niedersachsen,recipients,650.0
03361,recipients_nursing_class_3,Niedersachsen,recipients,377.0
03361,recipients_nursing_class_unknown,Niedersachsen,recipients,21.0
03401,recipients_nursing_class_1,Niedersachsen,recipients,262.0
03401,recipients_nursing_class_2,Niedersachsen,recipients,247.0
03401,recipients_nursing_class_3,Niedersachsen,recipients,124.0
03401,recipients_nursing_class_unknown,Niedersachsen,recipients,6.0
03402,recipients_nursing_class_1,Niedersachsen,recipients,158.0
03402,recipients_nursing_class_2,Niedersachsen,recipients,194.0
03402,recipients_nursing_class_3,Niedersachsen,recipients,113.0
03402,recipients_nursing_class_unknown,Niedersachsen,recipients,2.0
03403,recipients_nursing_class_1,Niedersachsen,recipients,644.0
03403,recipients_nursing_class_2,Niedersachsen,recipients,621.0
03403,recipients_nursing_class_3,Niedersachsen,recipients,309.0
03403,recipients_nursing_class_unknown,Niedersachsen,recipients,58.0
03404,recipients_nursing_class_1,Niedersachsen,recipients,638.0
03404,recipients_nursing_class_2,Niedersachsen,recipients,615.0
03404,recipients_nursing_class_3,Niedersachsen,recipients,296.0
03404,recipients_nursing_class_unknown,Niedersachsen,recipients,55.0
03405,recipients_nursing_class_1,Niedersachsen,recipients,417.0
03405,recipients_nursing_class_2,Niedersachsen,recipients,391.0
03405,recipients_nursing_class_3,Niedersachsen,recipients,168.0
03405,recipients_nursing_class_unknown,Niedersachsen,recipients,15.0
03451,recipients_nursing_class_1,Niedersachsen,recipients,434.0
03451,recipients_nursing_class_2,Niedersachsen,recipients,414.0
03451,recipients_nursing_class_3,Niedersachsen,recipients,213.0
03451,recipients_nursing_class_unknown,Niedersachsen,recipients,18.0
03452,recipients_nursing_class_1,Niedersachsen,recipients,610.0
03452,recipients_nursing_class_2,Niedersachsen,recipients,661.0
03452,recipients_nursing_class_3,Niedersachsen,recipients,342.0
03452,recipients_nursing_class_unknown,Niedersachsen,recipients,35.0
03453,recipients_nursing_class_1,Niedersachsen,recipients,475.0
03453,recipients_nursing_class_2,Niedersachsen,recipients,542.0
03453,recipients_nursing_class_3,Niedersachsen,recipients,411.0
03453,recipients_nursing_class_unknown,Niedersachsen,recipients,23.0
03454,recipients_nursing_class_1,Niedersachsen,recipients,952.0
03454,recipients_nursing_class_2,Niedersachsen,recipients,1099.0
03454,recipients_nursing_class_3,Niedersachsen,recipients,674.0
03454,recipients_nursing_class_unknown,Niedersachsen,recipients,19.0
03455,recipients_nursing_class_1,Niedersachsen,recipients,439.0
03455,recipients_nursing_class_2,Niedersachsen,recipients,490.0
03455,recipients_nursing_class_3,Niedersachsen,recipients,230.0
03455,recipients_nursing_class_unknown,Niedersachsen,recipients,17.0
03456,recipients_nursing_class_1,Niedersachsen,recipients,562.0
03456,recipients_nursing_class_2,Niedersachsen,recipients,570.0
03456,recipients_nursing_class_3,Niedersachsen,recipients,330.0
03456,recipients_nursing_class_unknown,Niedersachsen,recipients,21.0
03457,recipients_nursing_class_1,Niedersachsen,recipients,582.0
03457,recipients_nursing_class_2,Niedersachsen,recipients,704.0
03457,recipients_nursing_class_3,Niedersachsen,recipients,303.0
03457,recipients_nursing_class_unknown,Niedersachsen,recipients,24.0
03458,recipients_nursing_class_1,Niedersachsen,recipients,595.0
03458,recipients_nursing_class_2,Niedersachsen,recipients,660.0
03458,recipients_nursing_class_3,Niedersachsen,recipients,341.0
03458,recipients_nursing_class_unknown,Niedersachsen,recipients,10.0
03459,recipients_nursing_class_1,Niedersachsen,recipients,1575.0
03459,recipients_nursing_class_2,Niedersachsen,recipients,1637.0
03459,recipients_nursing_class_3,Niedersachsen,recipients,800.0
03459,recipients_nursing_class_unknown,Niedersachsen,recipients,70.0
03460,recipients_nursing_class_1,Niedersachsen,recipients,511.0
03460,recipients_nursing_class_2,Niedersachsen,recipients,494.0
03460,recipients_nursing_class_3,Niedersachsen,recipients,238.0
03460,recipients_nursing_class_unknown,Niedersachsen,recipients,50.0
03461,recipients_nursing_class_1,Niedersachsen,recipients,587.0
03461,recipients_nursing_class_2,Niedersachsen,recipients,482.0
03461,recipients_nursing_class_3,Niedersachsen,recipients,207.0
03461,recipients_nursing_class_unknown,Niedersachsen,recipients,15.0
03462,recipients_nursing_class_1,Niedersachsen,recipients,202.0
03462,recipients_nursing_class_2,Niedersachsen,recipients,281.0
03462,recipients_nursing_class_3,Niedersachsen,recipients,147.0
03462,recipients_nursing_class_unknown,Niedersachsen,recipients,10.0
03101,part-time,Niedersachsen,personal,1298.0
03102,part-time,Niedersachsen,personal,698.0
03103,part-time,Niedersachsen,personal,675.0
03151,part-time,Niedersachsen,personal,776.0
03152,part-time,Niedersachsen,personal,1535.0
03153,part-time,Niedersachsen,personal,1098.0
03154,part-time,Niedersachsen,personal,690.0
03155,part-time,Niedersachsen,personal,1045.0
03156,part-time,Niedersachsen,personal,745.0
03157,part-time,Niedersachsen,personal,846.0
03158,part-time,Niedersachsen,personal,650.0
03241,part-time,Niedersachsen,personal,6025.0
03251,part-time,Niedersachsen,personal,1496.0
03252,part-time,Niedersachsen,personal,1288.0
03254,part-time,Niedersachsen,personal,2030.0
03255,part-time,Niedersachsen,personal,622.0
03256,part-time,Niedersachsen,personal,860.0
03257,part-time,Niedersachsen,personal,1533.0
03351,part-time,Niedersachsen,personal,1222.0
03352,part-time,Niedersachsen,personal,1520.0
03353,part-time,Niedersachsen,personal,1231.0
03354,part-time,Niedersachsen,personal,458.0
03355,part-time,Niedersachsen,personal,1080.0
03356,part-time,Niedersachsen,personal,783.0
03357,part-time,Niedersachsen,personal,1015.0
03358,part-time,Niedersachsen,personal,841.0
03359,part-time,Niedersachsen,personal,1243.0
03360,part-time,Niedersachsen,personal,700.0
03361,part-time,Niedersachsen,personal,983.0
03401,part-time,Niedersachsen,personal,344.0
03402,part-time,Niedersachsen,personal,287.0
03403,part-time,Niedersachsen,personal,867.0
03404,part-time,Niedersachsen,personal,999.0
03405,part-time,Niedersachsen,personal,387.0
03451,part-time,Niedersachsen,personal,505.0
03452,part-time,Niedersachsen,personal,728.0
03453,part-time,Niedersachsen,personal,1361.0
03454,part-time,Niedersachsen,personal,1867.0
03455,part-time,Niedersachsen,personal,593.0
03456,part-time,Niedersachsen,personal,1021.0
03457,part-time,Niedersachsen,personal,1006.0
03458,part-time,Niedersachsen,personal,910.0
03459,part-time,Niedersachsen,personal,3087.0
03460,part-time,Niedersachsen,personal,842.0
03461,part-time,Niedersachsen,personal,631.0
03462,part-time,Niedersachsen,personal,382.0
